standard_cost,avg_unit_price,list_price,rolling_avg_sales_3m,current_month_gross_sales,month_num,current_month_net_sales,product_key,customer_key,current_month_margin_amount,month_cos,year_num,store_id,current_month_order_qty,previous_month_sales,size,sales_growth_previous_period,territory_id,bonus,month_sin
26.1763,41.994,69.99,83.988,83.988,8,83.988,136,299,31.6354,-0.5000000000000004,2007,1236,2.0,0.0,M,,6,5150.0,-0.8660254037844384
461.4448,445.41,742.35,2694.7304999999997,445.41,2,445.41,215,483,-16.0348,0.5000000000000001,2008,596,1.0,3117.87,62,-0.8571428571428572,10,5000.0,0.8660254037844386
868.6342,858.9,1431.5,1301.3636666666669,858.9,12,858.9,47,399,-9.7342,1.0,2007,1966,1.0,2342.4546,62,-0.6333333418713857,1,3900.0,-2.4492935982947064e-16
144.5938,158.43,264.05,792.15,792.15,8,792.15,177,47,69.181,-0.5000000000000004,2007,372,5.0,0.0,42,,4,4100.0,-0.8660254037844384
15.6709,20.8945,37.99,357.29595,376.101,9,357.29595,132,402,75.2198,-1.8369701987210297e-16,2006,1994,18.0,0.0,L,,3,2500.0,-1.0
1554.9479,1466.01,2443.35,1466.01,1466.01,8,1466.01,78,412,-88.9379,-0.5000000000000004,2007,1838,1.0,0.0,52,,4,2000.0,-0.8660254037844384
8.9866,12.144,20.24,85.008,48.576,11,48.576,202,535,12.6296,0.8660254037844384,2007,1958,4.0,85.008,,-0.42857142857142855,7,985.0,-0.5000000000000004
294.5797,323.994,539.99,971.982,971.982,9,971.982,242,397,88.2429,-1.8369701987210297e-16,2007,1844,3.0,0.0,48,,10,5000.0,-1.0
179.8156,242.994,404.99,242.994,242.994,11,242.994,201,504,63.1784,0.8660254037844384,2007,1230,1.0,242.994,,0.0,1,3900.0,-0.5000000000000004
44.88,72.0,120.0,1128.6,576.0,10,576.0,142,230,216.96,0.5000000000000001,2007,954,8.0,1128.6,,-0.48963317384370014,3,2000.0,-0.8660254037844386
13.0863,20.1865,34.99,40.373,40.373,11,40.373,5,64,14.2004,0.8660254037844384,2005,816,2.0,40.373,,0.0,4,3550.0,-0.5000000000000004
461.4448,334.0575,742.35,567.89775,668.115,9,567.89775,209,586,-354.9918,-1.8369701987210297e-16,2007,1084,2.0,0.0,58,,1,5000.0,-1.0
713.0798,672.294,1120.49,1224.5355,672.294,3,672.294,84,115,-40.7858,6.123233995736766e-17,2008,296,1.0,672.294,48,0.0,3,4100.0,1.0
343.6496,323.994,539.99,971.982,1619.97,12,1619.97,247,157,-98.278,1.0,2007,1082,5.0,971.982,48,0.6666666666666667,4,3550.0,-2.4492935982947064e-16
884.7083,874.794,1457.99,1749.588,6123.558,11,6123.558,26,61,-69.4001,0.8660254037844384,2005,780,7.0,1749.588,58,2.5,6,5000.0,-0.5000000000000004
486.7066,419.4589,782.99,1677.8356,1677.8356,8,1677.8356,33,76,-268.9908,-0.5000000000000004,2005,974,4.0,0.0,48,,2,4100.0,-0.8660254037844384
199.3757,218.454,364.09,436.908,436.908,7,436.908,165,225,38.1566,-0.8660254037844388,2007,874,2.0,0.0,40,,4,2000.0,-0.4999999999999997
38.4923,28.8404,49.99,86.5212,86.5212,11,86.5212,7,92,-28.9557,0.8660254037844384,2005,1214,3.0,0.0,M,,4,2000.0,-0.5000000000000004
37.1209,53.994,89.99,522.877896,107.988,3,107.988,125,352,33.7462,6.123233995736766e-17,2007,798,2.0,431.952,M,-0.75,5,2500.0,1.0
145.2835,196.329,327.215,981.645,981.645,3,981.645,104,122,255.2275,6.123233995736766e-17,2007,478,5.0,1570.632,,-0.37500000000000006,4,3550.0,1.0
47.286,63.9,106.5,63.9,63.9,11,63.9,198,510,16.614,0.8660254037844384,2007,1276,1.0,0.0,,,6,5150.0,-0.5000000000000004
187.1571,183.9382,337.22,551.8146,183.9382,2,183.9382,13,100,-3.2189,0.5000000000000001,2006,1350,1.0,551.8146,60,-0.6666666666666667,5,6700.0,0.8660254037844386
461.4448,334.0575,742.35,3975.28425,4676.805,7,3975.28425,215,460,-2484.943,-0.8660254037844388,2007,1404,14.0,0.0,62,,4,2000.0,-0.4999999999999997
598.4354,647.994,1079.99,2591.976,3887.964,11,3887.964,69,46,297.3516,0.8660254037844384,2006,370,6.0,2591.976,40,0.4999999999999999,4,2000.0,-0.5000000000000004
486.7066,469.794,782.99,576.0569,469.794,11,469.794,59,54,-16.9126,0.8660254037844384,2006,600,1.0,469.794,48,0.0,1,3900.0,-0.5000000000000004
486.7066,419.4589,782.99,419.4589,838.9178,10,838.9178,32,20,-134.4954,0.5000000000000001,2005,904,2.0,419.4589,44,1.0,2,4100.0,-0.8660254037844386
179.8156,242.994,404.99,850.479,728.982,1,728.982,201,241,189.5352,0.8660254037844387,2008,1430,3.0,1214.97,,-0.4,6,5150.0,0.49999999999999994
23.749,38.1,63.5,114.3,114.3,8,114.3,133,272,43.053,-0.5000000000000004,2007,732,3.0,0.0,S,,6,5150.0,-0.8660254037844384
739.041,809.76,1349.6,1963.0546666666667,809.76,9,809.76,22,381,70.719,-1.8369701987210297e-16,2007,1334,1.0,2208.4365,38,-0.633333355973785,4,4100.0,-1.0
53.3999,65.6018,120.27,459.2126,459.2126,7,459.2126,94,212,85.4133,-0.8660254037844388,2006,548,7.0,0.0,,,2,4100.0,-0.4999999999999997
38.4923,28.8404,49.99,28.8404,28.8404,4,28.8404,7,3,-9.6519,-0.4999999999999998,2006,318,1.0,0.0,M,,1,3500.0,0.8660254037844387
1518.7864,1466.01,2443.35,5864.04,5864.04,10,5864.04,74,14,-211.1056,0.5000000000000001,2006,662,4.0,5864.04,52,0.0,4,2500.0,-0.8660254037844386
26.1763,41.994,69.99,251.964,251.964,11,251.964,135,287,94.9062,0.8660254037844384,2007,1028,6.0,0.0,S,,1,3500.0,-0.5000000000000004
461.4448,445.41,742.35,283.948875,890.82,10,890.82,211,449,-32.0696,0.5000000000000001,2007,940,2.0,283.948875,44,2.1372549019607847,10,5000.0,-0.8660254037844386
706.811,818.7,1364.5,1637.4,818.7,11,818.7,18,105,111.889,0.8660254037844384,2005,1860,1.0,1637.4,48,-0.5,4,2000.0,-0.5000000000000004
38.4923,29.994,49.99,105.74813333333333,149.97,8,149.97,7,298,-42.4915,-0.5000000000000004,2007,1220,5.0,57.6808,M,1.5999986130566843,10,5000.0,-0.8660254037844384
38.4923,28.8404,49.99,57.6808,57.6808,9,57.6808,8,149,-19.3038,-1.8369701987210297e-16,2005,864,2.0,0.0,L,,6,5000.0,-1.0
713.0798,600.2625,1120.49,3601.575,1800.7875,10,1800.7875,84,251,-338.4519,0.5000000000000001,2006,1976,3.0,3601.575,48,-0.5,3,4100.0,-0.8660254037844386
2171.2942,2146.962,3578.27,2146.962,2146.962,11,2146.962,54,113,-24.3322,0.8660254037844384,2005,1992,1.0,0.0,48,,4,2500.0,-0.5000000000000004
1912.1544,2039.994,3399.99,20399.94,4079.988,2,4079.988,39,112,255.6792,0.5000000000000001,2006,1980,2.0,20399.94,38,-0.8,3,2500.0,0.8660254037844386
6.9223,5.1865,8.99,43.328925,36.3055,10,36.3055,6,34,-12.1506,0.5000000000000001,2006,1414,7.0,67.748775,,-0.4641157718349888,4,3550.0,-0.8660254037844386
15.6709,22.794,37.99,45.588,45.588,7,45.588,130,22,14.2462,-0.8660254037844388,2006,1018,2.0,0.0,S,,5,4100.0,-0.4999999999999997
35.9596,48.594,80.99,194.376,145.782,10,145.782,190,35,37.9032,0.5000000000000001,2007,1418,3.0,194.376,,-0.24999999999999997,6,5150.0,-0.8660254037844386
747.2002,744.2727,1364.5,1488.5454,2232.8181,6,2232.8181,23,374,-8.7825,-1.0,2007,1188,3.0,1488.5454,38,0.5,3,2500.0,1.2246467991473532e-16
17.9776,24.294,40.49,121.47,72.882,12,72.882,185,397,18.9492,1.0,2007,1844,3.0,121.47,,-0.39999999999999997,10,0.0,-2.4492935982947064e-16
486.7066,419.4589,782.99,1677.8356,1677.8356,8,1677.8356,30,69,-268.9908,-0.5000000000000004,2005,884,4.0,0.0,60,,5,6700.0,-0.8660254037844384
1898.0944,2024.994,3374.99,2024.994,2024.994,12,2024.994,44,154,126.8996,1.0,2005,998,1.0,0.0,42,,6,5000.0,-2.4492935982947064e-16
2171.2942,2146.962,3578.27,6440.886,6440.886,11,6440.886,55,89,-72.9966,0.8660254037844384,2005,1174,3.0,0.0,52,,1,3500.0,-0.5000000000000004
49.9789,67.539,112.565,405.234,405.234,9,405.234,105,129,105.3606,-1.8369701987210297e-16,2006,648,6.0,0.0,,,6,5150.0,-1.0
41.5723,32.394,53.99,275.349,161.97,3,161.97,147,550,-45.8915,6.123233995736766e-17,2008,464,5.0,226.758,XL,-0.28571428571428575,6,500.0,1.0
26.1763,41.994,69.99,41.994,83.988,10,83.988,136,218,31.6354,0.5000000000000001,2007,664,2.0,41.994,M,1.0,2,2500.0,-0.8660254037844386
13.0863,20.1865,34.99,40.373,80.746,2,80.746,2,76,28.4008,0.5000000000000001,2006,974,4.0,60.5595,,0.33333333333333326,2,4100.0,0.8660254037844386
1265.6195,1391.994,2319.99,6780.999394666666,5567.976,8,5567.976,64,47,505.498,-0.5000000000000004,2007,372,4.0,14128.739184,46,-0.6059113323922478,4,4100.0,-0.8660254037844384
17.3782,23.484,39.14,46.968,46.968,9,46.968,170,413,12.2116,-1.8369701987210297e-16,2007,308,2.0,0.0,,,3,4100.0,-1.0
1554.9479,1466.01,2443.35,2774.9475,1466.01,2,1466.01,78,327,-88.9379,0.5000000000000001,2008,1944,1.0,1466.01,52,0.0,4,2000.0,0.8660254037844386
13.0863,20.1865,34.99,141.3055,60.5595,12,60.5595,2,114,21.3006,1.0,2006,292,3.0,141.3055,,-0.5714285714285714,5,6700.0,-2.4492935982947064e-16
19.7758,24.2945,44.54,48.589,72.8835,5,72.8835,90,323,13.5561,-0.8660254037844387,2007,1858,3.0,48.589,,0.5,3,4100.0,0.49999999999999994
23.749,38.1,63.5,304.8,304.8,9,304.8,133,581,114.808,-1.8369701987210297e-16,2007,1038,8.0,0.0,S,,9,5650.0,-1.0
486.7066,469.794,782.99,2231.5214333333333,939.588,1,939.588,32,34,-33.8252,0.8660254037844387,2007,1414,2.0,3758.352,44,-0.7500000000000001,4,3550.0,0.49999999999999994
187.1571,183.9382,337.22,367.8764,367.8764,8,367.8764,11,82,-6.4378,-0.5000000000000004,2005,1090,2.0,0.0,44,,5,6700.0,-0.8660254037844384
77.9176,105.294,175.49,210.588,210.588,8,210.588,199,534,54.7528,-0.5000000000000004,2007,1940,2.0,0.0,,,6,500.0,-0.8660254037844384
104.7951,141.615,236.025,283.23,283.23,2,283.23,103,322,73.6398,0.5000000000000001,2007,1834,2.0,283.23,,0.0,1,3900.0,0.8660254037844386
3.3623,5.394,8.99,21.576,32.364,12,32.364,140,196,12.1902,1.0,2007,388,6.0,21.576,M,0.49999999999999983,1,2000.0,-2.4492935982947064e-16
360.9428,356.898,594.83,973.3581,356.898,7,356.898,113,14,-4.0448,-0.8660254037844388,2007,662,1.0,1946.7162,48,-0.8166666512560999,4,4100.0,-0.4999999999999997
461.4448,445.41,742.35,445.41,445.41,12,445.41,214,547,-16.0348,1.0,2007,444,1.0,0.0,58,,2,2500.0,-2.4492935982947064e-16
343.6496,323.994,539.99,1133.979,1295.976,3,1295.976,227,351,-78.6224,6.123233995736766e-17,2008,786,4.0,971.982,58,0.3333333333333335,2,2500.0,1.0
13.0863,20.1865,34.99,121.119,40.373,3,40.373,5,389,14.2004,6.123233995736766e-17,2007,1426,2.0,80.746,,-0.5,4,3550.0,1.0
419.7784,461.694,769.49,1846.776,1846.776,9,1846.776,230,378,167.6624,-1.8369701987210297e-16,2007,1278,4.0,0.0,38,,4,2000.0,-1.0
41.5723,32.394,53.99,323.94,323.94,12,323.94,147,165,-91.783,1.0,2007,1322,10.0,323.94,XL,0.0,6,5150.0,-2.4492935982947064e-16
713.0798,672.294,1120.49,1800.7875000000001,1344.588,8,1344.588,80,258,-81.5716,-0.5000000000000004,2007,474,2.0,2401.05,38,-0.44000000000000006,4,3550.0,-0.8660254037844384
713.0798,600.2625,1120.49,600.2625,600.2625,2,600.2625,84,61,-112.8173,0.5000000000000001,2007,780,1.0,0.0,48,,6,5150.0,0.8660254037844386
461.4448,334.0575,742.35,1135.7955,1336.23,8,1135.7955,211,519,-709.9837,-0.5000000000000004,2007,1440,4.0,0.0,44,,10,0.0,-0.8660254037844384
15.6709,20.8945,37.99,309.0809415,313.4175,2,297.746625,132,92,62.6831,0.5000000000000001,2007,1214,15.0,280.715708,L,0.060669625940561855,4,2000.0,0.8660254037844386
486.7066,419.4589,782.99,419.4589,419.4589,10,419.4589,35,28,-67.2477,0.5000000000000001,2005,1184,1.0,419.4589,58,0.0,4,3550.0,-0.8660254037844386
185.8193,209.256,348.76,2092.56,1674.048,10,1674.048,110,215,187.4936,0.5000000000000001,2006,570,8.0,2092.56,48,-0.19999999999999998,4,0.0,-0.8660254037844386
1518.7864,1466.01,2443.35,2932.02,2932.02,12,2932.02,74,132,-105.5528,1.0,2006,672,2.0,2932.02,52,0.0,3,2500.0,-2.4492935982947064e-16
136.785,149.874,249.79,299.748,299.748,8,299.748,181,283,26.178,-0.5000000000000004,2007,976,2.0,0.0,42,,4,4100.0,-0.8660254037844384
739.041,736.1455,1349.6,967.2332,1472.291,10,1472.291,20,37,-5.791,0.5000000000000001,2006,1882,2.0,1472.291,42,0.0,6,5150.0,-0.8660254037844386
1251.9813,1229.4589,2294.99,8606.2123,1229.4589,12,1229.4589,65,359,-22.5224,1.0,2006,928,1.0,8606.2123,38,-0.8571428571428572,6,5150.0,-2.4492935982947064e-16
41.5723,29.6945,53.99,620.61505,653.279,9,620.61505,147,556,-293.9756,-1.8369701987210297e-16,2007,618,22.0,0.0,XL,,6,5150.0,-1.0
15.6709,22.794,37.99,68.382,68.382,9,68.382,130,114,21.3693,-1.8369701987210297e-16,2006,292,3.0,0.0,S,,5,6700.0,-1.0
1251.9813,1229.4589,2294.99,1229.4589,3688.3767,12,3688.3767,65,154,-67.5672,1.0,2006,998,3.0,1229.4589,38,1.9999999999999996,6,5150.0,-2.4492935982947064e-16
6.9223,5.394,8.99,26.568645333333333,10.788,9,10.788,6,352,-3.0566,-1.8369701987210297e-16,2007,798,2.0,10.373,,0.04000771233008782,5,2500.0,-1.0
38.4923,28.8404,49.99,57.6808,57.6808,11,57.6808,9,300,-19.3038,0.8660254037844384,2006,1242,2.0,57.6808,XL,0.0,3,2000.0,-0.5000000000000004
187.1571,183.9382,337.22,367.8764,367.8764,10,367.8764,14,15,-6.4378,0.5000000000000001,2005,698,2.0,367.8764,62,0.0,5,6700.0,-0.8660254037844386
41.5723,32.394,53.99,178.167,194.364,3,194.364,145,394,-55.0698,6.123233995736766e-17,2008,1830,6.0,97.182,S,1.0,7,985.0,1.0
1251.9813,1376.994,2294.99,1376.994,4130.982,3,4130.982,65,594,375.0381,6.123233995736766e-17,2008,1260,3.0,1376.994,38,2.0000000000000004,10,5000.0,1.0
1481.9379,1430.442,2384.07,4291.326,4291.326,9,4291.326,219,582,-154.4877,-1.8369701987210297e-16,2007,1042,3.0,0.0,60,,9,0.0,-1.0
37.1209,52.1942,89.99,716.104424,730.7188,9,716.104424,124,362,196.4118,-1.8369701987210297e-16,2006,978,14.0,0.0,S,,4,2000.0,-1.0
26.9708,36.447,60.745,127.5645,182.235,3,182.235,96,397,47.381,6.123233995736766e-17,2007,1844,5.0,36.447,,4.0,10,5000.0,1.0
3.3623,5.2142,8.99,66.428908,67.7846,9,66.428908,141,361,22.719,-1.8369701987210297e-16,2007,950,13.0,0.0,L,,4,2000.0,-1.0
1082.51,1020.594,1700.99,3061.782,3061.782,7,3061.782,226,232,-185.748,-0.8660254037844388,2007,1002,3.0,0.0,48,,4,3550.0,-0.4999999999999997
1265.6195,1391.994,2319.99,2585.131733333333,2783.988,11,2783.988,64,313,252.749,0.8660254037844384,2007,1422,2.0,2783.988,46,0.0,2,2500.0,-0.5000000000000004
1082.51,1020.594,1700.99,6123.564,6123.564,9,6123.564,223,382,-371.496,-1.8369701987210297e-16,2007,1336,6.0,0.0,40,,4,2000.0,-1.0
486.7066,419.4589,782.99,629.18835,1258.3767,3,1258.3767,37,166,-201.7431,6.123233995736766e-17,2006,1356,3.0,419.4589,44,1.9999999999999998,2,4100.0,1.0
706.811,818.7,1364.5,1637.4,1637.4,12,1637.4,18,165,223.778,1.0,2005,1322,2.0,1637.4,48,0.0,6,5000.0,-2.4492935982947064e-16
755.1508,728.91,1214.85,5831.28,3644.55,1,3644.55,222,437,-131.204,0.8660254037844387,2008,652,5.0,6560.19,54,-0.44444444444444436,4,3550.0,0.49999999999999994
461.4448,334.0575,742.35,567.89775,668.115,7,567.89775,215,441,-354.9918,-0.8660254037844388,2007,718,2.0,0.0,62,,9,5650.0,-0.4999999999999997
486.7066,419.4589,782.99,838.9178,419.4589,3,419.4589,57,124,-67.2477,6.123233995736766e-17,2006,520,1.0,838.9178,58,-0.5,2,4100.0,1.0
739.041,809.76,1349.6,1594.9818333333333,809.76,3,809.76,20,165,70.719,6.123233995736766e-17,2008,1322,1.0,2429.28,42,-0.6666666666666667,6,5150.0,1.0
1554.9479,1466.01,2443.35,3315.975,4398.03,10,4398.03,76,230,-266.8137,0.5000000000000001,2007,954,3.0,7330.05,44,-0.4,3,2000.0,-0.8660254037844386
24.7459,35.994,59.99,215.964,143.976,11,143.976,119,275,44.9924,0.8660254037844384,2006,782,4.0,215.964,M,-0.3333333333333333,6,500.0,-0.5000000000000004
461.4448,334.0575,742.35,567.89775,668.115,9,567.89775,229,536,-354.9918,-1.8369701987210297e-16,2007,294,2.0,0.0,50,,4,2000.0,-1.0
144.5938,158.43,264.05,633.72,633.72,7,633.72,194,220,55.3448,-0.8660254037844388,2007,692,4.0,0.0,40,,2,2500.0,-0.4999999999999997
1554.9479,1308.9375,2443.35,3926.8125,3926.8125,8,3926.8125,78,256,-738.0312,-0.5000000000000004,2006,422,3.0,0.0,52,,2,4100.0,-0.8660254037844384
1912.1544,2039.994,3399.99,4079.988,4079.988,7,4079.988,41,3,255.6792,-0.8660254037844388,2005,318,2.0,0.0,44,,1,3500.0,-0.4999999999999997
15.6709,22.794,37.99,136.764,45.588,12,45.588,131,338,14.2462,1.0,2006,472,2.0,136.764,M,-0.6666666666666667,1,5000.0,-2.4492935982947064e-16
739.041,736.1455,1349.6,736.1455,736.1455,9,736.1455,22,354,-2.8955,-1.8369701987210297e-16,2006,862,1.0,0.0,38,,4,2000.0,-1.0
37.1209,53.994,89.99,161.982,107.988,11,107.988,126,321,33.7462,0.8660254037844384,2006,1832,2.0,161.982,L,-0.3333333333333333,10,5000.0,-0.5000000000000004
13.0863,20.994,34.99,161.99812466666666,104.97,1,104.97,1,211,39.5385,0.8660254037844387,2008,534,5.0,278.436424,,-0.6230019101236554,10,5000.0,0.49999999999999994
1518.7864,1343.8425,2443.35,19149.755625,20157.6375,8,19149.755625,72,328,-3632.0404,-0.5000000000000004,2006,1962,15.0,0.0,44,,7,985.0,-0.8660254037844384
486.7066,469.794,782.99,1118.5570666666667,469.794,8,469.794,58,89,-16.9126,-0.5000000000000004,2006,1174,1.0,1677.8356,62,-0.7199999809278096,1,3500.0,-0.8660254037844384
13.0863,20.994,34.99,173.65753600000002,125.964,12,125.964,5,352,47.4462,1.0,2007,798,6.0,258.548108,,-0.5128024684674931,5,2500.0,-2.4492935982947064e-16
1518.7864,1466.01,2443.35,4398.03,2932.02,11,2932.02,72,264,-105.5528,0.8660254037844384,2006,602,2.0,4398.03,44,-0.3333333333333333,10,5000.0,-0.5000000000000004
713.0798,600.2625,1120.49,600.2625,1800.7875,6,1800.7875,84,399,-338.4519,-1.0,2007,1966,3.0,600.2625,48,1.9999999999999996,1,3900.0,1.2246467991473532e-16
1554.9479,1308.9375,2443.35,2617.875,2617.875,8,2617.875,77,327,-492.0208,-0.5000000000000004,2006,1944,2.0,0.0,48,,4,2000.0,-0.8660254037844384
9.1593,14.694,24.49,63.297266666666665,73.47,1,73.47,127,211,27.6735,0.8660254037844387,2008,534,5.0,117.552,S,-0.37500000000000006,10,5000.0,0.49999999999999994
713.0798,600.2625,1120.49,600.2625,600.2625,12,600.2625,80,132,-112.8173,1.0,2006,672,1.0,600.2625,38,0.0,3,2500.0,-2.4492935982947064e-16
1481.9379,1430.442,2384.07,4291.326,4291.326,9,4291.326,216,593,-154.4877,-1.8369701987210297e-16,2007,1250,3.0,0.0,46,,8,75.0,-1.0
2.9733,4.77,7.95,33.39,33.39,9,33.39,143,581,12.5769,-1.8369701987210297e-16,2007,1038,7.0,0.0,,,9,5650.0,-1.0
1481.9379,1430.442,2384.07,2288.7072,1430.442,3,1430.442,204,581,-51.4959,6.123233995736766e-17,2008,1038,1.0,2288.7072,46,-0.37499999999999994,9,5650.0,1.0
486.7066,419.4589,782.99,699.0981666666667,1258.3767,6,1258.3767,32,132,-201.7431,-1.0,2006,672,3.0,419.4589,44,1.9999999999999998,3,2500.0,1.2246467991473532e-16
27.4925,33.7745,61.92,67.549,67.549,12,67.549,91,156,12.564,1.0,2006,1066,2.0,67.549,,0.0,4,3550.0,-2.4492935982947064e-16
601.7437,602.346,1003.91,602.346,602.346,12,602.346,153,568,0.6023,1.0,2007,824,1.0,0.0,46,,1,3550.0,-2.4492935982947064e-16
486.7066,419.4589,782.99,419.4589,838.9178,4,838.9178,33,25,-134.4954,-0.4999999999999998,2006,1050,2.0,419.4589,48,1.0,3,2500.0,0.8660254037844387
1251.9813,1229.4589,2294.99,4917.8356,4917.8356,8,4917.8356,66,92,-90.0896,-0.5000000000000004,2006,1214,4.0,0.0,42,,4,2000.0,-0.8660254037844384
145.2835,196.329,327.215,1668.7965,392.658,2,392.658,104,314,102.091,0.5000000000000001,2007,1424,2.0,1570.632,,-0.7500000000000001,1,3500.0,0.8660254037844386
713.0798,600.2625,1120.49,2401.05,2401.05,2,2401.05,80,54,-451.2692,0.5000000000000001,2007,600,4.0,0.0,38,,1,3900.0,0.8660254037844386
486.7066,419.4589,782.99,1048.64725,1258.3767,6,1258.3767,57,145,-201.7431,-1.0,2006,814,3.0,838.9178,58,0.49999999999999994,5,6700.0,1.2246467991473532e-16
146.5466,198.036,330.06,792.144,594.108,12,594.108,100,389,154.4682,1.0,2006,1426,3.0,792.144,,-0.25000000000000006,4,3550.0,-2.4492935982947064e-16
13.0863,20.1865,34.99,40.373,40.373,10,40.373,5,3,14.2004,0.5000000000000001,2005,318,2.0,40.373,,0.0,1,3500.0,-0.8660254037844386
37.1209,53.994,89.99,215.976,215.976,7,215.976,124,245,67.4924,-0.8660254037844388,2006,1840,4.0,0.0,S,,6,5150.0,-0.4999999999999997
13.0863,20.1865,34.99,100.9325,80.746,3,80.746,2,147,28.4008,6.123233995736766e-17,2006,828,4.0,121.119,,-0.33333333333333337,6,5000.0,1.0
13.0863,20.1865,34.99,80.74600000000001,80.746,6,80.746,2,129,28.4008,-1.0,2006,648,4.0,100.9325,,-0.2000000000000001,6,5000.0,1.2246467991473532e-16
486.7066,419.4589,782.99,419.4589,419.4589,11,419.4589,38,109,-67.2477,0.8660254037844384,2005,1946,1.0,0.0,52,,4,2500.0,-0.5000000000000004
53.3999,72.162,120.27,273.34086666666667,144.324,11,144.324,92,80,37.5242,0.8660254037844384,2007,1032,2.0,360.81,,-0.6,1,2000.0,-0.5000000000000004
747.2002,744.2727,1364.5,1488.5454,1488.5454,8,1488.5454,51,329,-5.855,-0.5000000000000004,2006,1972,2.0,0.0,42,,6,5150.0,-0.8660254037844384
9.1593,14.2042,24.49,56.51559999999999,156.2462,9,153.121276,129,352,52.369,-1.8369701987210297e-16,2007,798,11.0,70.6445,L,1.167490406188734,5,2500.0,-1.0
461.4448,445.41,742.35,283.948875,2227.05,12,2227.05,212,604,-80.174,1.0,2007,1370,5.0,283.948875,50,6.843137254901961,9,5650.0,-2.4492935982947064e-16
199.3757,218.454,364.09,873.816,218.454,10,218.454,165,37,19.0783,0.5000000000000001,2007,1882,1.0,873.816,40,-0.7500000000000001,6,5150.0,-0.8660254037844386
13.0863,20.994,34.99,177.73112,146.958,3,146.958,2,382,55.3539,6.123233995736766e-17,2008,1336,7.0,167.952,,-0.125,4,2000.0,1.0
461.4448,445.41,742.35,1377.9871875,3563.28,1,3563.28,209,437,-128.2784,0.8660254037844387,2008,652,8.0,1336.23,58,1.6666666666666667,4,3550.0,0.49999999999999994
13.0863,20.1865,34.99,141.3055,60.5595,11,60.5595,2,299,21.3006,0.8660254037844384,2006,1236,3.0,141.3055,,-0.5714285714285714,6,5150.0,-0.5000000000000004
144.5938,158.43,264.05,158.43,158.43,10,158.43,178,37,13.8362,0.5000000000000001,2007,1882,1.0,0.0,44,,6,5150.0,-0.8660254037844386
53.9282,72.876,121.46,145.752,72.876,12,72.876,157,165,18.9478,1.0,2007,1322,1.0,145.752,,-0.5,6,5150.0,-2.4492935982947064e-16
461.4448,334.0575,742.35,567.89775,668.115,7,567.89775,213,437,-354.9918,-0.8660254037844388,2007,652,2.0,0.0,54,,4,3550.0,-0.4999999999999997
199.3757,218.454,364.09,1092.27,436.908,3,436.908,165,165,38.1566,6.123233995736766e-17,2008,1322,2.0,1747.632,40,-0.7500000000000001,6,5150.0,1.0
1251.9813,1229.4589,2294.99,9835.6712,11065.1301,11,11065.1301,67,47,-202.7016,0.8660254037844384,2006,372,9.0,9835.6712,46,0.12499999999999996,4,2500.0,-0.5000000000000004
38.4923,28.8404,49.99,115.3616,173.0424,12,173.0424,8,173,-57.9114,1.0,2005,1968,6.0,115.3616,L,0.49999999999999994,4,2500.0,-2.4492935982947064e-16
27.568,37.254,62.09,37.254,37.254,10,37.254,186,9,9.686,0.5000000000000001,2007,518,1.0,37.254,,0.0,1,3500.0,-0.8660254037844386
38.4923,29.994,49.99,209.958,119.976,11,119.976,8,534,-33.9932,0.8660254037844384,2007,1940,4.0,209.958,L,-0.42857142857142855,6,500.0,-0.5000000000000004
360.9428,324.4527,594.83,324.4527,648.9054,3,648.9054,101,394,-72.9802,6.123233995736766e-17,2007,1830,2.0,324.4527,38,1.0,7,985.0,1.0
38.4923,28.8404,49.99,86.5212,86.5212,5,86.5212,7,41,-28.9557,-0.8660254037844387,2006,344,3.0,86.5212,M,0.0,2,4100.0,0.49999999999999994
294.5797,323.994,539.99,1295.976,323.994,11,323.994,241,80,29.4143,0.8660254037844384,2007,1032,1.0,1295.976,44,-0.75,1,2000.0,-0.5000000000000004
739.041,736.1455,1349.6,1472.291,1472.291,2,1472.291,22,314,-5.791,0.5000000000000001,2007,1424,2.0,2208.4365,38,-0.3333333333333333,1,3500.0,0.8660254037844386
461.4448,445.41,742.35,1135.7955,1336.23,11,1336.23,212,484,-48.1044,0.8660254037844384,2007,656,3.0,1135.7955,50,0.17647058823529418,1,5000.0,-0.5000000000000004
13.0863,16.8221,34.99,50.46625,67.2884,7,60.55956,5,28,8.2144,-0.8660254037844388,2006,1184,4.0,40.373,,0.5000014861417285,4,3550.0,-0.4999999999999997
1898.0944,2024.994,3374.99,10124.97,10124.97,10,10124.97,43,32,634.498,0.5000000000000001,2005,1338,5.0,10124.97,38,0.0,5,6700.0,-0.8660254037844386
713.0798,600.2625,1120.49,1800.7875,1800.7875,8,1800.7875,80,296,-338.4519,-0.5000000000000004,2006,1200,3.0,0.0,38,,6,5150.0,-0.8660254037844384
6.9223,5.394,8.99,53.94,53.94,9,53.94,6,623,-15.283,-1.8369701987210297e-16,2007,1950,10.0,0.0,,,9,5650.0,-1.0
486.7066,469.794,782.99,2818.764,3288.558,12,3288.558,35,352,-118.3882,1.0,2006,798,7.0,2818.764,58,0.1666666666666666,5,0.0,-2.4492935982947064e-16
