list_price,standard_cost,current_month_gross_sales,rolling_avg_sales_3m,avg_unit_price,previous_month_sales,month_cos,month_num,product_model_name,customer_key,store_id,current_month_margin_amount,current_month_order_qty,current_month_net_sales,year_num,bonus,quarter_num,month_sin,territory_id
106.5,47.286,319.5,383.4,63.9,383.4,0.5000000000000001,10,Front Brakes,241,1430,83.07,5.0,319.5,2007,5150.0,4,-0.8660254037844386,6
4.99,1.8663,14.97,11.976,2.994,11.976,1.0,12,Water Bottle,125,544,5.6385,5.0,14.97,2007,2500.0,4,-2.4492935982947064e-16,2
7.95,2.9733,64.554,63.26292,4.611,0.0,-0.8660254037844388,7,Bike Wash,251,1976,21.6367,14.0,63.26292,2007,2500.0,3,-0.4999999999999997,3
337.22,187.1571,183.9382,367.8764,183.9382,183.9382,0.5000000000000001,2,LL Road Frame,62,790,-3.2189,1.0,183.9382,2006,2000.0,1,0.8660254037844386,4
2319.99,1265.6195,8351.964,8351.964,1391.994,8351.964,0.5000000000000001,10,Mountain-200,209,326,758.247,6.0,8351.964,2007,6700.0,4,-0.8660254037844386,5
8.99,3.3623,53.94,21.576,5.394,21.576,1.0,12,Racing Socks,372,1150,20.317,10.0,53.94,2007,3900.0,4,-2.4492935982947064e-16,1
2319.99,1265.6195,2485.7036,4557.1232666666665,1242.8518,3728.5554,-1.0,6,Mountain-200,395,1836,-45.5354,2.0,2485.7036,2007,4100.0,2,1.2246467991473532e-16,4
2443.35,1554.9479,2932.02,4799.4375,1466.01,3926.8125,-1.8369701987210297e-16,9,Road-250,115,296,-177.8758,2.0,2932.02,2007,4100.0,3,-1.0,3
539.99,294.5797,323.994,323.994,323.994,0.0,1.0,12,Mountain-500,156,1066,29.4143,1.0,323.994,2007,3550.0,4,-2.4492935982947064e-16,4
27.12,12.0413,48.816,48.816,16.272,0.0,1.0,12,LL Mountain Seat/Saddle 2,616,1890,12.6921,3.0,48.816,2007,3900.0,4,-2.4492935982947064e-16,1
34.99,13.0863,100.9325,87.47483333333334,20.1865,20.1865,6.123233995736766e-17,3,Sport-100,166,1356,35.501,5.0,100.9325,2007,2500.0,1,1.0,2
8.99,3.3623,10.788,16.182,5.394,16.182,0.8660254037844387,1,Racing Socks,35,1418,4.0634,2.0,10.788,2008,5150.0,1,0.49999999999999994,6
63.5,23.749,114.3,114.3,38.1,0.0,-0.8660254037844388,7,Classic Vest,8,496,43.053,3.0,114.3,2007,4100.0,3,-0.4999999999999997,4
1079.99,598.4354,1943.982,2591.976,647.994,2591.976,1.0,12,Mountain-300,140,788,148.6758,3.0,1943.982,2006,2500.0,4,-2.4492935982947064e-16,4
1349.6,739.041,4048.8,2012.131,809.76,1619.52,1.0,12,HL Mountain Frame,397,1844,353.595,5.0,4048.8,2007,0.0,4,-2.4492935982947064e-16,10
1349.6,739.041,1472.291,1472.291,736.1455,1472.291,0.5000000000000001,2,HL Mountain Frame,283,976,-5.791,2.0,1472.291,2007,0.0,1,0.8660254037844386,4
249.79,136.785,299.748,374.685,149.874,599.496,0.5000000000000001,2,LL Mountain Frame,313,1422,26.178,2.0,299.748,2008,2500.0,1,0.8660254037844386,2
1120.49,713.0798,672.294,1872.8190000000002,672.294,2016.882,1.0,12,Road-550-W,144,812,-40.7858,1.0,672.294,2007,5150.0,4,-2.4492935982947064e-16,6
62.09,27.568,37.254,111.762,37.254,111.762,0.5000000000000001,10,ML Road Pedal,14,662,9.686,1.0,37.254,2007,4100.0,4,-0.8660254037844386,4
337.22,204.6251,735.7528,735.7528,183.9382,0.0,-0.5000000000000004,8,LL Road Frame,63,794,-82.7476,4.0,735.7528,2006,500.0,3,-0.8660254037844384,6
121.49,53.9416,364.47,364.47,72.894,0.0,-1.8369701987210297e-16,9,HL Bottom Bracket,140,788,94.762,5.0,364.47,2007,4100.0,3,-1.0,4
594.83,360.9428,324.4527,324.4527,324.4527,324.4527,0.5000000000000001,2,ML Road Frame-W,256,422,-36.4901,1.0,324.4527,2007,2500.0,1,0.8660254037844386,2
264.05,144.5938,475.29,316.86,158.43,316.86,1.0,12,LL Mountain Frame,139,764,41.5086,3.0,475.29,2007,3550.0,4,-2.4492935982947064e-16,1
594.83,352.1394,356.898,356.898,356.898,0.0,-0.5000000000000004,8,ML Road Frame,100,1350,4.7586,1.0,356.898,2005,6700.0,3,-0.8660254037844384,5
1457.99,884.7083,874.794,3499.176,874.794,3499.176,1.0,12,Road-450,115,296,-9.9143,1.0,874.794,2005,2500.0,4,-2.4492935982947064e-16,3
8.99,6.9223,10.788,22.682333333333332,5.394,16.182,0.5000000000000001,10,Cycling Cap,243,1822,-3.0566,2.0,10.788,2007,4100.0,4,-0.8660254037844386,3
120.0,44.88,432.0,818.496,72.0,818.496,0.5000000000000001,10,Hitch Rack - 4-Bike,220,692,162.72,6.0,432.0,2007,2500.0,4,-0.8660254037844386,2
89.99,37.1209,215.976,215.976,53.994,215.976,0.5000000000000001,10,Men's Bib-Shorts,224,792,67.4924,4.0,215.976,2006,6700.0,4,-0.8660254037844386,5
120.27,53.3999,72.162,159.63106666666667,72.162,216.486,0.8660254037844384,11,HL Mountain Handlebars,46,370,18.7621,1.0,72.162,2007,2000.0,4,-0.5000000000000004,4
300.215,133.2955,180.129,180.129,180.129,0.0,0.8660254037844384,11,HL Mountain Front Wheel,81,1056,46.8335,1.0,180.129,2006,500.0,4,-0.5000000000000004,6
337.22,204.6251,357.1616,357.1616,178.5808,357.1616,-1.0,6,LL Road Frame,124,520,-52.0886,2.0,357.1616,2006,4100.0,2,1.2246467991473532e-16,2
264.05,144.5938,475.29,475.29,158.43,0.0,-0.5000000000000004,8,LL Mountain Frame,276,808,41.5086,3.0,475.29,2007,985.0,3,-0.8660254037844384,7
1457.99,884.7083,2624.382,1749.588,874.794,874.794,0.5000000000000001,2,Road-450,113,1992,-29.7429,3.0,2624.382,2006,2500.0,1,0.8660254037844386,4
89.99,37.1209,215.976,215.976,53.994,0.0,-0.8660254037844388,7,Men's Bib-Shorts,224,792,67.4924,4.0,215.976,2006,6700.0,3,-0.4999999999999997,5
124.73,55.3801,74.838,74.838,74.838,0.0,-0.5000000000000004,8,HL Headset,329,1972,19.4579,1.0,74.838,2006,5150.0,3,-0.8660254037844384,6
337.22,187.1571,367.8764,367.8764,183.9382,0.0,-1.8369701987210297e-16,9,LL Road Frame,134,694,-6.4378,2.0,367.8764,2005,2500.0,3,-1.0,4
337.22,204.6251,202.332,245.25093333333334,202.332,367.8764,0.5000000000000001,10,LL Road Frame,224,792,-2.2931,1.0,202.332,2007,6700.0,4,-0.8660254037844386,5
34.99,13.0863,20.1865,20.1865,20.1865,0.0,-1.8369701987210297e-16,9,Sport-100,173,1968,7.1002,1.0,20.1865,2005,2500.0,3,-1.0,4
348.76,185.8193,418.512,627.768,209.256,627.768,0.5000000000000001,2,ML Mountain Frame-W,283,976,46.8734,2.0,418.512,2007,0.0,1,0.8660254037844386,4
2294.99,1251.9813,4130.982,4130.982,1376.994,0.0,-0.8660254037844388,7,Mountain-200,209,326,375.0381,3.0,4130.982,2007,6700.0,3,-0.4999999999999997,5
742.35,461.4448,3563.28,1135.7955,445.41,1135.7955,0.8660254037844384,11,Touring-3000,508,1262,-128.2784,8.0,3563.28,2007,985.0,4,-0.5000000000000004,7
2294.99,1251.9813,4917.8356,4917.8356,1229.4589,0.0,-0.5000000000000004,8,Mountain-200,257,428,-90.0896,4.0,4917.8356,2006,500.0,3,-0.8660254037844384,6
8.99,6.9223,10.373,10.373,5.1865,0.0,-1.8369701987210297e-16,9,Cycling Cap,370,1114,-3.4716,2.0,10.373,2006,985.0,3,-1.0,7
742.35,461.4448,890.82,890.82,445.41,0.0,1.0,12,Touring-3000,582,1042,-32.0696,2.0,890.82,2007,5650.0,4,-2.4492935982947064e-16,9
782.99,486.7066,419.4589,1258.3767,419.4589,1258.3767,0.8660254037844384,11,Road-650,58,728,-67.2477,1.0,419.4589,2005,4100.0,4,-0.5000000000000004,2
1120.49,713.0798,2689.176,1520.665,672.294,2689.176,6.123233995736766e-17,3,Road-550-W,129,648,-163.1432,4.0,2689.176,2008,5150.0,1,1.0,6
7.95,2.9733,9.54,9.54,4.77,0.0,-1.8369701987210297e-16,9,Bike Wash,343,516,3.5934,2.0,9.54,2007,3550.0,3,-1.0,3
24.49,9.1593,170.4504,42.3867,14.2042,42.3867,-0.5000000000000004,8,Half-Finger Gloves,313,1422,57.1298,12.0,167.041392,2007,2500.0,3,-0.8660254037844384,2
594.83,360.9428,1297.8108,973.3581,324.4527,973.3581,0.5000000000000001,10,ML Road Frame-W,35,1418,-145.9604,4.0,1297.8108,2006,5150.0,4,-0.8660254037844386,6
3578.27,2171.2942,6440.886,2146.962,2146.962,2146.962,0.8660254037844384,11,Road-150,83,1108,-72.9966,3.0,6440.886,2005,2000.0,4,-0.5000000000000004,4
782.99,486.7066,419.4589,838.9178,419.4589,838.9178,0.5000000000000001,10,Road-650,15,698,-67.2477,1.0,419.4589,2005,6700.0,4,-0.8660254037844386,5
121.49,53.9416,145.788,218.68200000000002,72.894,291.576,6.123233995736766e-17,3,HL Bottom Bracket,544,394,37.9048,2.0,145.788,2008,6700.0,1,1.0,5
1431.5,868.6342,2342.4546,2342.4546,780.8182,0.0,-0.8660254037844388,7,HL Road Frame,211,534,-263.448,3.0,2342.4546,2006,5000.0,3,-0.4999999999999997,10
782.99,486.7066,419.4589,419.4589,419.4589,419.4589,-0.8660254037844387,5,Road-650,82,1090,-67.2477,1.0,419.4589,2006,6700.0,2,0.49999999999999994,5
337.22,187.1571,183.9382,183.9382,183.9382,0.0,-1.8369701987210297e-16,9,LL Road Frame,128,642,-3.2189,1.0,183.9382,2005,2500.0,3,-1.0,4
37.99,15.6709,22.794,22.794,22.794,0.0,-0.5000000000000004,8,Full-Finger Gloves,309,1398,7.1231,1.0,22.794,2006,0.0,3,-0.8660254037844384,10
3578.27,2171.2942,2146.962,2146.962,2146.962,0.0,1.0,12,Road-150,172,1934,-24.3322,1.0,2146.962,2005,2500.0,4,-2.4492935982947064e-16,4
2384.07,1481.9379,8582.652,8582.652,1430.442,0.0,-0.8660254037844388,7,Touring-1000,437,652,-308.9754,6.0,8582.652,2007,3550.0,3,-0.4999999999999997,4
564.99,308.2179,1016.982,1016.982,338.994,1016.982,0.8660254037844384,11,Mountain-500,46,370,92.3283,3.0,1016.982,2007,2000.0,4,-0.5000000000000004,4
2384.07,1481.9379,1430.442,8582.652,1430.442,8582.652,1.0,12,Touring-1000,592,1248,-51.4959,1.0,1430.442,2007,2500.0,4,-2.4492935982947064e-16,2
3399.99,1912.1544,4079.988,11219.967,2039.994,12239.964,0.5000000000000001,2,Mountain-100,44,356,255.6792,2.0,4079.988,2006,500.0,1,0.8660254037844386,6
19.99,8.2459,23.988,23.988,11.994,23.988,0.5000000000000001,10,Minipump,236,1234,7.4962,2.0,23.988,2006,985.0,4,-0.8660254037844386,7
80.99,35.9596,242.97,598.451308,48.594,598.451308,0.5000000000000001,10,HL Mountain Pedal,245,1840,63.172,5.0,242.97,2007,5150.0,4,-0.8660254037844386,6
742.35,461.4448,334.0575,283.948875,334.0575,0.0,-1.8369701987210297e-16,9,Touring-3000,547,444,-177.4959,1.0,283.948875,2007,2500.0,3,-1.0,2
53.99,41.5723,226.758,194.364,32.394,194.364,0.8660254037844384,11,Short-Sleeve Classic Jersey,328,1962,-64.2481,7.0,226.758,2007,985.0,4,-0.5000000000000004,7
2443.35,1554.9479,6544.6875,4799.4375,1308.9375,6544.6875,-1.0,6,Road-250,337,432,-1230.052,5.0,6544.6875,2007,0.0,2,1.2246467991473532e-16,10
69.99,26.1763,615.912,585.1164,38.4945,0.0,-1.8369701987210297e-16,9,Women's Mountain Shorts,616,1890,166.2956,16.0,585.1164,2007,3900.0,3,-1.0,1
34.99,13.0863,40.373,40.373,20.1865,0.0,1.0,12,Sport-100,172,1934,14.2004,2.0,40.373,2005,2500.0,4,-2.4492935982947064e-16,4
337.22,187.1571,183.9382,183.9382,183.9382,0.0,-0.8660254037844388,7,LL Road Frame,1,302,-3.2189,1.0,183.9382,2005,3550.0,3,-0.4999999999999997,4
112.565,49.9789,67.539,168.8475,67.539,270.156,0.8660254037844387,1,LL Road Rear Wheel,34,1414,17.5601,1.0,67.539,2007,3550.0,1,0.49999999999999994,4
1700.99,1082.51,1020.594,1020.594,1020.594,0.0,-0.5000000000000004,8,Road-350-W,272,732,-61.916,1.0,1020.594,2007,5150.0,3,-0.8660254037844384,6
44.54,19.7758,53.448,56.68716666666666,26.724,48.589,0.5000000000000001,10,LL Mountain Handlebars,225,874,13.8964,2.0,53.448,2007,2000.0,4,-0.8660254037844386,4
742.35,461.4448,1670.2875,1419.744375,334.0575,0.0,-0.5000000000000004,8,Touring-3000,482,582,-887.4796,5.0,1419.744375,2007,0.0,3,-0.8660254037844384,8
2294.99,1251.9813,1229.4589,2049.0981666666667,1229.4589,1229.4589,-0.8660254037844387,5,Mountain-200,280,948,-22.5224,1.0,1229.4589,2007,5150.0,2,0.49999999999999994,6
44.54,19.7758,97.178,145.767,24.2945,48.589,0.8660254037844387,1,LL Mountain Handlebars,245,1840,18.0748,4.0,97.178,2007,5150.0,1,0.49999999999999994,6
264.05,144.5938,316.86,316.86,158.43,0.0,-1.8369701987210297e-16,9,LL Mountain Frame,139,764,27.6724,2.0,316.86,2007,3550.0,3,-1.0,1
8.99,6.9223,26.97,13.830666666666666,5.394,15.5595,-0.5000000000000004,8,Cycling Cap,88,1164,-7.6415,5.0,26.97,2007,6700.0,3,-0.8660254037844384,5
74.99,30.9334,89.988,666.098675,44.994,666.098675,0.8660254037844384,11,Women's Tights,313,1422,28.1212,2.0,89.988,2006,4100.0,4,-0.5000000000000004,2
54.99,20.5663,329.94,197.964,32.994,197.964,0.5000000000000001,10,Hydration Pack,444,770,124.277,10.0,329.94,2007,75.0,4,-0.8660254037844386,8
539.99,343.6496,1295.976,1295.976,323.994,1619.97,0.8660254037844387,1,Road-750,35,1418,-78.6224,4.0,1295.976,2008,5150.0,1,0.49999999999999994,6
112.565,49.9789,67.539,337.695,67.539,337.695,0.8660254037844384,11,LL Road Rear Wheel,263,598,17.5601,1.0,67.539,2006,2500.0,4,-0.5000000000000004,4
782.99,486.7066,469.794,1174.4850000000001,469.794,1409.382,0.5000000000000001,2,Road-650,261,556,-16.9126,1.0,469.794,2007,3550.0,1,0.8660254037844386,4
2443.35,1518.7864,7330.05,14660.1,1466.01,14660.1,1.0,12,Road-250,352,798,-263.882,5.0,7330.05,2006,0.0,4,-2.4492935982947064e-16,5
1120.49,713.0798,2401.05,1600.7,600.2625,2401.05,-0.4999999999999998,4,Road-550-W,26,1086,-451.2692,4.0,2401.05,2007,2500.0,2,0.8660254037844387,2
1003.91,601.7437,602.346,2409.384,602.346,2409.384,6.123233995736766e-17,3,HL Touring Frame,568,824,0.6023,1.0,602.346,2008,3550.0,1,1.0,1
2294.99,1251.9813,8606.2123,5532.565049999999,1229.4589,8606.2123,0.5000000000000001,2,Mountain-200,297,1202,-157.6568,7.0,8606.2123,2007,6700.0,1,0.8660254037844386,5
19.99,8.2459,35.982,35.982,11.994,0.0,-1.8369701987210297e-16,9,Minipump,132,672,11.2443,3.0,35.982,2006,2500.0,3,-1.0,3
34.99,13.0863,141.3055,141.3055,20.1865,0.0,-0.5000000000000004,8,Sport-100,321,1832,49.7014,7.0,141.3055,2006,0.0,3,-0.8660254037844384,10
742.35,461.4448,334.0575,283.948875,334.0575,0.0,-0.8660254037844388,7,Touring-3000,442,720,-177.4959,1.0,283.948875,2007,500.0,3,-0.4999999999999997,6
2384.07,1481.9379,15258.048,12206.4384,953.628,0.0,-0.8660254037844388,7,Touring-1000,437,652,-11504.568,16.0,12206.4384,2007,3550.0,3,-0.4999999999999997,4
2384.07,1481.9379,953.628,762.9024,953.628,0.0,-1.8369701987210297e-16,9,Touring-1000,538,316,-719.0355,1.0,762.9024,2007,3550.0,3,-1.0,4
337.22,187.1571,735.7528,735.7528,183.9382,0.0,0.8660254037844384,11,LL Road Frame,89,1174,-12.8756,4.0,735.7528,2005,3500.0,4,-0.5000000000000004,1
1079.99,598.4354,647.994,2591.976,647.994,2591.976,0.8660254037844387,1,Mountain-300,248,1898,49.5586,1.0,647.994,2007,6700.0,1,0.49999999999999994,5
229.49,101.8936,826.164,1376.94,137.694,1376.94,0.8660254037844384,11,HL Fork,276,808,214.8024,6.0,826.164,2006,985.0,4,-0.5000000000000004,7
1700.99,1082.51,3061.782,4082.376,1020.594,4082.376,1.0,12,Road-350-W,125,544,-185.748,3.0,3061.782,2007,2500.0,4,-2.4492935982947064e-16,2
62.09,27.568,37.254,37.254,37.254,0.0,-0.8660254037844388,7,ML Mountain Pedal,225,874,9.686,1.0,37.254,2007,2000.0,3,-0.4999999999999997,4
49.99,38.4923,412.4175,391.796625,27.4945,0.0,-1.8369701987210297e-16,9,Long-Sleeve Logo Jersey,556,618,-185.5879,15.0,391.796625,2007,5150.0,3,-1.0,6
742.35,461.4448,1002.1725,851.846625,334.0575,0.0,-1.8369701987210297e-16,9,Touring-3000,546,442,-532.4878,3.0,851.846625,2007,3500.0,3,-1.0,1
34.99,13.0863,40.373,60.5595,20.1865,60.5595,1.0,12,Sport-100,156,1066,14.2004,2.0,40.373,2005,3550.0,4,-2.4492935982947064e-16,4
3399.99,1912.1544,4079.988,7139.978999999999,2039.994,8159.976,0.5000000000000001,2,Mountain-100,112,1980,255.6792,2.0,4079.988,2006,2500.0,1,0.8660254037844386,3
1364.5,706.811,1637.4,1637.4,818.7,0.0,-0.5000000000000004,8,HL Mountain Frame,53,522,223.778,2.0,1637.4,2005,5000.0,3,-0.8660254037844384,1
782.99,486.7066,1409.382,1409.382,469.794,0.0,0.8660254037844384,11,Road-650,262,562,-50.7378,3.0,1409.382,2006,500.0,4,-0.5000000000000004,6
2443.35,1554.9479,5235.75,5235.75,1308.9375,0.0,-0.5000000000000004,8,Road-250,263,598,-984.0416,4.0,5235.75,2006,2500.0,3,-0.8660254037844384,4
594.83,360.9428,1622.2635,324.4527,324.4527,324.4527,0.5000000000000001,2,ML Road Frame-W,62,790,-182.4505,5.0,1622.2635,2007,2000.0,1,0.8660254037844386,4
782.99,486.7066,2818.764,1498.8665333333336,469.794,1409.382,6.123233995736766e-17,3,Road-650,125,544,-101.4756,6.0,2818.764,2007,2500.0,1,1.0,2
80.99,35.9596,97.188,97.188,48.594,0.0,-0.5000000000000004,8,HL Mountain Pedal,98,1332,25.2688,2.0,97.188,2007,2500.0,3,-0.8660254037844384,3
782.99,486.7066,1879.176,1879.176,469.794,1879.176,0.8660254037844384,11,Road-650,302,1266,-67.6504,4.0,1879.176,2006,2000.0,4,-0.5000000000000004,3
2319.99,1265.6195,11135.952,5799.975066666666,1391.994,3728.5554,-1.8369701987210297e-16,9,Mountain-200,397,1844,1010.996,8.0,11135.952,2007,5000.0,3,-1.0,10
539.99,294.5797,647.988,647.988,323.994,0.0,-0.8660254037844388,7,Mountain-500,218,664,58.8286,2.0,647.988,2007,2500.0,3,-0.4999999999999997,2
1120.49,713.0798,672.294,3473.519,672.294,2016.882,0.8660254037844384,11,Road-550-W,302,1266,-40.7858,1.0,672.294,2007,2000.0,4,-0.5000000000000004,3
1003.91,601.7437,1807.038,1807.038,602.346,0.0,-0.5000000000000004,8,HL Touring Frame,483,596,1.8069,3.0,1807.038,2007,5000.0,3,-0.8660254037844384,10
69.99,26.1763,83.988,125.982,41.994,125.982,1.0,12,Women's Mountain Shorts,140,788,31.6354,2.0,83.988,2007,4100.0,4,-2.4492935982947064e-16,4
2294.99,1251.9813,6147.2945,6147.2945,1229.4589,4917.8356,-0.8660254037844387,5,Mountain-200,80,1032,-112.612,5.0,6147.2945,2007,2000.0,2,0.49999999999999994,1
2443.35,1554.9479,2617.875,2617.875,1308.9375,0.0,-0.5000000000000004,8,Road-250,106,1896,-492.0208,2.0,2617.875,2006,5150.0,3,-0.8660254037844384,6
2319.99,1265.6195,1242.8518,4349.9812999999995,1242.8518,3728.5554,6.123233995736766e-17,3,Mountain-200,338,472,-22.7677,1.0,1242.8518,2007,5000.0,1,1.0,1
1364.5,747.2002,1445.1898,722.5949,722.5949,722.5949,-1.0,6,HL Mountain Frame,156,1066,-49.2106,2.0,1445.1898,2006,3550.0,2,1.2246467991473532e-16,4
1079.99,598.4354,2591.976,2591.976,647.994,2591.976,6.123233995736766e-17,3,Mountain-300,163,1296,198.2344,4.0,2591.976,2007,2000.0,1,1.0,4
8.99,6.9223,41.492,25.9325,5.1865,25.9325,1.0,12,Cycling Cap,139,764,-13.8864,8.0,41.492,2005,3550.0,4,-2.4492935982947064e-16,1
782.99,486.7066,838.9178,838.9178,419.4589,0.0,-1.8369701987210297e-16,9,Road-650,128,642,-134.4954,2.0,838.9178,2005,2500.0,3,-1.0,4
59.99,24.7459,107.982,107.982,35.994,0.0,-0.5000000000000004,8,Men's Sports Shorts,262,562,33.7443,3.0,107.982,2006,500.0,3,-0.8660254037844384,6
1457.99,884.7083,874.794,874.794,874.794,0.0,-0.8660254037844388,7,Road-450,35,1418,-9.9143,1.0,874.794,2005,5000.0,3,-0.4999999999999997,6
3578.27,2171.2942,2146.962,2146.962,2146.962,0.0,-0.5000000000000004,8,Road-150,104,1828,-24.3322,1.0,2146.962,2005,5000.0,3,-0.8660254037844384,6
782.99,486.7066,469.794,1409.382,469.794,1409.382,0.8660254037844384,11,Road-650,301,1254,-16.9126,1.0,469.794,2006,2000.0,4,-0.5000000000000004,4
74.99,30.9334,269.964,89.988,44.994,89.988,0.5000000000000001,10,Women's Tights,216,590,84.3636,6.0,269.964,2006,985.0,4,-0.8660254037844386,7
74.99,30.9334,478.4362,468.867476,43.4942,0.0,-0.8660254037844388,7,Women's Tights,21,908,128.6001,11.0,468.867476,2006,500.0,3,-0.4999999999999997,6
782.99,486.7066,838.9178,838.9178,419.4589,0.0,-0.5000000000000004,8,Road-650,72,934,-134.4954,2.0,838.9178,2005,5000.0,3,-0.8660254037844384,1
34.99,13.0863,40.373,80.746,20.1865,121.119,-1.0,6,Sport-100,144,812,14.2004,2.0,40.373,2006,5000.0,2,1.2246467991473532e-16,6
348.76,185.8193,627.768,1255.536,209.256,837.024,6.123233995736766e-17,3,ML Mountain Frame,122,478,70.3101,3.0,627.768,2007,3550.0,1,1.0,4
2319.99,1265.6195,2783.988,4557.1232666666665,1391.994,7457.1108,-0.8660254037844388,7,Mountain-200,18,852,252.749,2.0,2783.988,2007,5150.0,3,-0.4999999999999997,6
40.49,17.9776,24.294,48.588,24.294,48.588,0.8660254037844384,11,LL Mountain Pedal,313,1422,6.3164,1.0,24.294,2007,2500.0,4,-0.5000000000000004,2
40.49,17.9776,24.294,72.882,24.294,72.882,0.8660254037844384,11,LL Mountain Pedal,299,1236,6.3164,1.0,24.294,2007,5150.0,4,-0.5000000000000004,6
1079.99,598.4354,647.994,647.994,647.994,647.994,1.0,12,Mountain-300,163,1296,49.5586,1.0,647.994,2006,2000.0,4,-2.4492935982947064e-16,4
24.49,9.1593,44.082,44.082,14.694,0.0,-0.5000000000000004,8,Half-Finger Gloves,517,1420,16.6041,3.0,44.082,2007,75.0,3,-0.8660254037844384,8
2443.35,1554.9479,5864.04,8708.7975,1466.01,11728.08,0.5000000000000001,10,Road-250,222,762,-355.7516,4.0,5864.04,2007,3500.0,4,-0.8660254037844386,1
1349.6,739.041,5153.0185,5153.0185,736.1455,0.0,-0.5000000000000004,8,HL Mountain Frame,276,808,-20.2685,7.0,5153.0185,2006,985.0,3,-0.8660254037844384,7
69.99,26.1763,125.982,83.988,41.994,83.988,0.8660254037844384,11,Women's Mountain Shorts,280,948,47.4531,3.0,125.982,2007,5150.0,4,-0.5000000000000004,6
539.99,343.6496,1943.964,3990.094108,323.994,3990.094108,0.5000000000000001,10,Road-750,35,1418,-117.9336,6.0,1943.964,2007,5150.0,4,-0.8660254037844386,6
782.99,486.7066,1409.382,1048.64725,469.794,419.4589,-0.5000000000000004,8,Road-650,106,1896,-50.7378,3.0,1409.382,2006,5150.0,3,-0.8660254037844384,6
74.99,30.9334,404.946,404.946,44.994,0.0,-0.8660254037844388,7,Women's Tights,18,852,126.5454,9.0,404.946,2006,5150.0,3,-0.4999999999999997,6
49.99,38.4923,28.8404,28.8404,28.8404,0.0,0.8660254037844384,11,Long-Sleeve Logo Jersey,46,370,-9.6519,1.0,28.8404,2005,2000.0,4,-0.5000000000000004,4
264.05,144.5938,633.72,633.72,158.43,0.0,-0.5000000000000004,8,LL Mountain Frame,46,370,55.3448,4.0,633.72,2007,2000.0,3,-0.8660254037844384,4
782.99,486.7066,1677.8356,1677.8356,419.4589,0.0,0.5000000000000001,2,Road-650,72,934,-268.9908,4.0,1677.8356,2006,5000.0,1,0.8660254037844386,1
1364.5,747.2002,1488.5454,963.4598666666667,744.2727,722.5949,-1.8369701987210297e-16,9,HL Mountain Frame,163,1296,-5.855,2.0,1488.5454,2006,2000.0,3,-1.0,4
40.49,17.9776,24.294,24.294,24.294,0.0,-0.8660254037844388,7,LL Mountain Pedal,245,1840,6.3164,1.0,24.294,2007,5150.0,3,-0.4999999999999997,6
594.83,360.9428,1070.694,1070.694,356.898,0.0,-1.8369701987210297e-16,9,ML Road Frame-W,334,382,-12.1344,3.0,1070.694,2007,2500.0,3,-1.0,3
74.99,30.9334,134.982,435.721896,44.994,359.952,0.8660254037844387,1,Women's Tights,34,1414,42.1818,3.0,134.982,2007,3550.0,1,0.49999999999999994,4
1120.49,713.0798,1200.525,1200.525,600.2625,1200.525,1.0,12,Road-550-W,398,1916,-225.6346,2.0,1200.525,2006,5150.0,4,-2.4492935982947064e-16,6
2384.07,1481.9379,1430.442,1430.442,1430.442,1430.442,0.5000000000000001,10,Touring-1000,462,1888,-51.4959,1.0,1430.442,2007,5000.0,4,-0.8660254037844386,1
1457.99,884.7083,3499.176,2624.382,874.794,2624.382,0.5000000000000001,2,Road-450,64,816,-39.6572,4.0,3499.176,2006,0.0,1,0.8660254037844386,4
782.99,486.7066,1258.3767,1258.3767,419.4589,0.0,0.5000000000000001,10,Road-650,17,820,-201.7431,3.0,1258.3767,2005,4100.0,4,-0.8660254037844386,2
8.99,6.9223,121.365,29.39016666666667,4.495,36.3055,-0.8660254037844388,7,Cycling Cap,230,954,-77.6736,27.0,109.2285,2007,2000.0,3,-0.4999999999999997,3
782.99,486.7066,939.588,939.588,469.794,939.588,0.8660254037844384,11,Road-650,254,352,-33.8252,2.0,939.588,2006,6700.0,4,-0.5000000000000004,5
594.83,352.1394,2141.388,2141.388,356.898,0.0,-0.5000000000000004,8,ML Road Frame,62,790,28.5516,6.0,2141.388,2005,2000.0,3,-0.8660254037844384,4
74.99,30.9334,134.982,134.982,44.994,0.0,-0.5000000000000004,8,Women's Tights,298,1220,42.1818,3.0,134.982,2006,5000.0,3,-0.8660254037844384,10
2384.07,1481.9379,1430.442,1430.442,1430.442,0.0,0.8660254037844384,11,Touring-1000,474,456,-51.4959,1.0,1430.442,2007,0.0,4,-0.5000000000000004,9
594.83,352.1394,356.898,356.898,356.898,0.0,1.0,12,ML Road Frame,167,1358,4.7586,1.0,356.898,2005,2500.0,4,-2.4492935982947064e-16,3
53.99,41.5723,97.182,178.167,32.394,194.364,0.5000000000000001,2,Short-Sleeve Classic Jersey,113,1992,-27.5349,3.0,97.182,2008,4100.0,1,0.8660254037844386,4
1457.99,884.7083,5248.764,5248.764,874.794,0.0,-0.8660254037844388,7,Road-450,13,592,-59.4858,6.0,5248.764,2005,5000.0,3,-0.4999999999999997,6
2384.07,1481.9379,14304.42,5340.3168,1430.442,5340.3168,0.8660254037844384,11,Touring-1000,469,374,-514.959,10.0,14304.42,2007,4100.0,4,-0.5000000000000004,3
